stat_name,statcategory,ssg,en_stat_name
"{""de_de"":""Wiederbelebte Spieler –Ø pro 10 Min."",""en_gb"":""|Rpl {0}:Player:Players; Resurrected - Avg per 10 Min"",""en_us"":""|Rpl {0}:Player:Players; Resurrected - Avg per 10 Min"",""es_es"":""|Rpl {0}:Jugador resucitado:Jugadores resucitados;: media en 10 min"",""es_mx"":""|Rpl {0}:Jugador resucitado:Jugadores resucitados; - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Joueur ressuscité:Joueurs ressuscités; - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Giocatore riportato in vita:Giocatori riportati in vita; - Media 10 min."",""ja_jp"":""プレイヤー蘇生 - 10分平均値"",""ko_kr"":""부활한 플레이어 - 10분당 평균"",""pl_pl"":""|Rpl {0}:wskrzeszeni gracze:wskrzeszeni gracze:wskrzeszeni gracze; – średnio na 10 min."",""pt_br"":""|Rpl {0}:Jogador ressuscitado:Jogadores ressuscitados; - média por 10 min"",""pt_pt"":""|Rpl {0}:Jogador ressuscitado:Jogadores ressuscitados; - média por 10 min"",""ru_ru"":""|Rpl {0}:Игрок воскрешен:Игрока воскрешено:Игроков воскрешено; (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟复活玩家"",""zh_tw"":""平均每十分鐘復活玩家數""}",Hero,1225,|Rpl {0}:Player:Players; Resurrected - Avg per 10 Min
"{""de_de"":""Gerettete Spieler –Ø pro 10 Min."",""en_gb"":""|Rpl {0}:Player:Players; Saved - Avg per 10 Min"",""en_us"":""|Rpl {0}:Player:Players; Saved - Avg per 10 Min"",""es_es"":""|Rpl {0}:Jugador salvado:Jugadores salvados;: media en 10 min"",""es_mx"":""|Rpl {0}:Jugador salvado:Jugadores salvados; - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Joueur sauvé:Joueurs sauvés; - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Giocatore salvato:Giocatori salvati - Media 10 min."",""ja_jp"":""プレイヤー救出 - 10分平均値"",""ko_kr"":""구한 플레이어 - 10분당 평균"",""pl_pl"":""|Rpl {0}:ocaleni gracze:ocaleni gracze:ocaleni gracze; – średnio na 10 min."",""pt_br"":""|Rpl {0}:Jogador salvo:Jogadores salvos; - média por 10 min"",""pt_pt"":""|Rpl {0}:Jogador salvo:Jogadores salvos; - média por 10 min"",""ru_ru"":""|Rpl {0}:Игрок спасен:Игрока спасено:Игроков спасено; (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟拯救玩家"",""zh_tw"":""平均每十分鐘拯救玩家數""}",Hero,1226,|Rpl {0}:Player:Players; Saved - Avg per 10 Min
"{""de_de"":""Kills mit Drachenschlag –Ø pro 10 Min."",""en_gb"":""Dragonstrike |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Dragonstrike |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Ataque del dragón: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; con Golpe dragón - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Frappe du dragon - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Assalto del Drago - Media 10 min."",""ja_jp"":""〈龍撃波〉キル - 10分平均値"",""ko_kr"":""용의 일격으로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; Smoczym Strzałem – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; por Golpe do Dragão - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Golpe do Dragão - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Ударом дракона» (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟“斩”消灭"",""zh_tw"":""龍魂擊平均每十分鐘擊殺數""}",Hero,1227,Dragonstrike |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Kills mit Streupfeilen –Ø pro 10 Min."",""en_gb"":""Scatter Arrow |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Scatter Arrow |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Flecha de dispersión: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; con Flecha desperdigante - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Mille-flèches - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Freccia Infida - Media 10 min."",""ja_jp"":""〈矢散五裂〉キル - 10分平均値"",""ko_kr"":""갈래 화살로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; Strzałą Rozpryskową – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; por Flecha Dispersora - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Flecha Dispersora - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Кластерной стрелой» (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟“散”消灭"",""zh_tw"":""裂破箭平均每十分鐘擊殺數""}",Hero,1228,Scatter Arrow |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Kills mit Revolverheld –Ø pro 10 Min."",""en_gb"":""Deadeye |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Deadeye |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Sin perdón: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; con Tiro certero - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; d’Implacable - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Scarica di Piombo - Media 10 min."",""ja_jp"":""〈デッド・アイ〉キル - 10分平均値"",""ko_kr"":""황야의 무법자로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; Przycelowaniem – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; por Tiro Certeiro - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Tiro Certeiro - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Метким стрелком» (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟神射手消灭"",""zh_tw"":""彈無虛發平均每十分鐘擊殺數""}",Hero,1229,Deadeye |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Kugelhagel-Kills –Ø pro 10 Min."",""en_gb"":""Fan the Hammer |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Fan the Hammer |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; vaciando el cargador: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; con martillo - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Mitraillage - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Sventagliata - Media 10 min."",""ja_jp"":""ファニング撃ちキル - 10分平均値"",""ko_kr"":""피스키퍼 난사로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; Szybkostrzelnym Rozjemcą – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; por descarregar o tambor - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; por descarregar o tambor - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; беглым огнем (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟连射消灭"",""zh_tw"":""快速擊發平均每十分鐘擊殺數""}",Hero,1230,Fan the Hammer |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Geblockter Schaden –Ø pro 10 Min."",""en_gb"":""Damage Blocked - Avg per 10 Min"",""en_us"":""Damage Blocked - Avg per 10 Min"",""es_es"":""Daño bloqueado: media en 10 min"",""es_mx"":""Daño bloqueado - Promedio por 10 minutos"",""fr_fr"":""Dégâts bloqués - Moyenne en 10 min"",""it_it"":""Danni bloccati - Media 10 min."",""ja_jp"":""ブロックしたダメージ - 10分平均値"",""ko_kr"":""막은 피해 - 10분당 평균"",""pl_pl"":""Zablokowane obrażenia – średnio na 10 min."",""pt_br"":""Dano bloqueado - média por 10 min"",""pt_pt"":""Dano bloqueado - média por 10 min"",""ru_ru"":""Урона заблокировано (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟阻挡伤害量"",""zh_tw"":""平均每十分鐘傷害格擋量""}",Hero,1231,Damage Blocked - Avg per 10 Min
"{""de_de"":""Angeforderte Mechs –Ø pro 10 Min."",""en_gb"":""|Rpl {0}:Mech:Mechs; Called - Avg per 10 Min"",""en_us"":""|Rpl {0}:Mech:Mechs; Called - Avg per 10 Min"",""es_es"":""|Rpl {0}:Meca solicitado:Mecas solicitados;: media en 10 min"",""es_mx"":""|Rpl {0}:Armadura robótica invocada:Armaduras robóticas invocadas; - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Méca appelé:Mécas appelés; - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Mech richiamato:Mech richiamati; - Media 10 min."",""ja_jp"":""メック召喚 - 10分平均値"",""ko_kr"":""호출한 메카 - 10분당 평균"",""pl_pl"":""|Rpl {0}:Wezwane:Wezwane:Wezwane; mechy – średnio na 10 min."",""pt_br"":""|Rpl {0}:Mecha chamado:Mechas chamados; - média por 10 min"",""pt_pt"":""|Rpl {0}:Mecha chamado:Mechas chamados; - média por 10 min"",""ru_ru"":""|Rpl {0}:Меха вызвана:Мехи вызвано:Мех вызвано; (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟呼叫机甲"",""zh_tw"":""平均每十分鐘空投機甲數""}",Hero,1232,|Rpl {0}:Mech:Mechs; Called - Avg per 10 Min
"{""de_de"":""Kills mit Selbst{d}zerstörung –Ø pro 10 Min."",""en_gb"":""Self-Destruct |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Self-Destruct |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Autodestrucción: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; con Autodestrucción - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; d’Autodestruction - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Autodistruzione - Media 10 min."",""ja_jp"":""〈自爆〉キル - 10分平均値"",""ko_kr"":""자폭으로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; Samozniszczeniem – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; por Autodestruir - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Autodestruir - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Самоуничтожением» (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟自毁消灭"",""zh_tw"":""自爆平均每十分鐘擊殺數""}",Hero,1233,Self-Destruct |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Verliehene Sound{d}barrieren –Ø pro 10 Min."",""en_gb"":""Sound |Rpl {0}:Barrier:Barriers; Provided - Avg per 10 Min"",""en_us"":""Sound |Rpl {0}:Barrier:Barriers; Provided - Avg per 10 Min"",""es_es"":""|Rpl {0}:Barrera de sonido proporcionada:Barreras de sonido proporcionadas;: media en 10 min"",""es_mx"":""|Rpl {0}:Barrera de sonido proporcionada:Barreras de sonido proporcionadas; - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Protection octroyée:Protections octroyées; par Mur de son - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Barriera Sonora fornita:Barriere Sonore fornite; - Media 10 min."",""ja_jp"":""〈サウンド・バリア〉付与 - 10分平均値"",""ko_kr"":""소리 방벽 제공 - 10분당 평균"",""pl_pl"":""|Rpl {0}:Bariery Dźwiękowe:Bariery Dźwiękowe:Bariery Dźwiękowe; – średnio na 10 min."",""pt_br"":""|Rpl {0}:Barreira de Som fornecida:Barreiras de Som fornecidas; - média por 10 min"",""pt_pt"":""|Rpl {0}:Barreira de Som fornecida:Barreiras de Som fornecidas; - média por 10 min"",""ru_ru"":""|Rpl {0}:Наложение:Наложения:Наложений; «Звукового барьера» (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟提供音障"",""zh_tw"":""音波屏障平均每十分鐘提供數""}",Hero,1234,Sound |Rpl {0}:Barrier:Barriers; Provided - Avg per 10 Min
"{""de_de"":""Tode – Ø pro 10 Min."",""en_gb"":""|Rpl {0}:Death:Deaths; - Avg per 10 Min"",""en_us"":""|Rpl {0}:Death:Deaths; - Avg per 10 Min"",""es_es"":""|Rpl {0}Muerte:Muertes;: media en 10 min"",""es_mx"":""|Rpl {0}:Muerte:Muertes; - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Mort:Morts; - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Morte:Morti; - Media 10 min."",""ja_jp"":""デス - 10分平均値"",""ko_kr"":""죽음 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zgony:zgony:zgony; – średnio na 10 min."",""pt_br"":""|Rpl {0}:Morte:Mortes; - média por 10 min"",""pt_pt"":""|Rpl {0}:Morte:Mortes; - média por 10 min"",""ru_ru"":""|Rpl {0}:смерть:смерти:смертей; (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟阵亡"",""zh_tw"":""平均每十分鐘死亡數""}",Hero,1235,|Rpl {0}:Death:Deaths; - Avg per 10 Min
"{""de_de"":""Eliminierungen – Ø pro 10 Min."",""en_gb"":""|Rpl {0}:Elimination:Eliminations; - Avg per 10 Min"",""en_us"":""|Rpl {0}:Elimination:Eliminations; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Eliminación:Eliminaciones;: media en 10 min"",""es_mx"":""|Rpl {0}:Eliminación:Eliminaciones; - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Élimination:Éliminations; - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Eliminazione:Eliminazioni; - Media 10 min."",""ja_jp"":""キル - 10分平均値"",""ko_kr"":""처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:likwidacje:likwidacje:likwidacje; – średnio na 10 min."",""pt_br"":""|Rpl {0}:Eliminação:Eliminações; - média por 10 min"",""pt_pt"":""|Rpl {0}:Eliminação:Eliminações; - média por 10 min"",""ru_ru"":""|Rpl {0}:Убийство:Убийства:Убийств; (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟消灭"",""zh_tw"":""平均每十分鐘擊殺數""}",Hero,1236,|Rpl {0}:Elimination:Eliminations; - Avg per 10 Min
"{""de_de"":""Todesstöße – Ø pro 10 Min."",""en_gb"":""Final |Rpl {0}:Blow:Blows; - Avg per 10 Min"",""en_us"":""Final |Rpl {0}:Blow:Blows; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Golpe:Golpes; de gracia: media en 10 min"",""es_mx"":""|Rpl {0}:Golpe:Golpes; de gracia - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Coup:Coups; de grâce - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Colpo:Colpi; di grazia - Media 10 min."",""ja_jp"":""ファイナル・ブロウ - 10分平均値"",""ko_kr"":""결정타 - 10분당 평균"",""pl_pl"":""|Rpl {0}:trafienia:trafienia:trafienia; kończące – średnio na 10 min."",""pt_br"":""|Rpl {0}:Golpe final:Golpes finais; - média por 10 min"",""pt_pt"":""|Rpl {0}:Golpe final:Golpes finais; - média por 10 min"",""ru_ru"":""|Rpl {0}:Смертельный удар:Смертельных удара:Смертельных ударов; (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟最后一击"",""zh_tw"":""平均每十分鐘最後一擊""}",Hero,1237,Final |Rpl {0}:Blow:Blows; - Avg per 10 Min
"{""de_de"":""Verursachte Heilung – Ø pro 10 Min."",""en_gb"":""Healing Done - Avg per 10 Min"",""en_us"":""Healing Done - Avg per 10 Min"",""es_es"":""Sanación realizada: media en 10 min"",""es_mx"":""Sanación realizada - Promedio por 10 minutos"",""fr_fr"":""Soins prodigués - Moyenne en 10 min"",""it_it"":""Cure fornite - Media 10 min."",""ja_jp"":""回復したライフ - 10分平均値"",""ko_kr"":""치유량 - 10분당 평균"",""pl_pl"":""Wyleczone obrażenia – średnio na 10 min."",""pt_br"":""Cura realizada - média por 10 min"",""pt_pt"":""Cura realizada - média por 10 min"",""ru_ru"":""Объем исцеления (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟治疗量"",""zh_tw"":""平均每十分鐘治療量""}",Hero,1238,Healing Done - Avg per 10 Min
"{""de_de"":""Todesstöße im Nahkampf –Ø pro 10 Min."",""en_gb"":""Melee Final |Rpl {0}:Blow:Blows; - Avg per 10 Min"",""en_us"":""Melee Final |Rpl {0}:Blow:Blows; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Golpe:Golpes; de gracia cuerpo a cuerpo: media en 10 min"",""es_mx"":""|Rpl {0}:Golpe:Golpes; de gracia cuerpo a cuerpo - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Coup:Coups; de grâce en mêlée - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Colpo:Colpi; di grazia in mischia - Media 10 min."",""ja_jp"":""ファイナル・ブロウ（近接攻撃） - 10分平均値"",""ko_kr"":""근접 공격 결정타 - 10분당 평균"",""pl_pl"":""|Rpl {0}:trafienia kończące:trafienia kończące:trafienia kończące; Atakiem Wręcz – średnio na 10 min."",""pt_br"":""|Rpl {0}:Golpe final:Golpes finais; corpo a corpo - média por 10 min"",""pt_pt"":""|Rpl {0}:Golpe final:Golpes finais; corpo a corpo - média por 10 min"",""ru_ru"":""|Rpl {0}:Смертельный удар:Смертельных удара:Смертельных ударов; в рукопашной (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟近身最后一击"",""zh_tw"":""近戰平均每十分鐘最後一擊""}",Hero,1239,Melee Final |Rpl {0}:Blow:Blows; - Avg per 10 Min
"{""de_de"":""Zielfortschritt-Kills – Ø pro 10 Min."",""en_gb"":""Objective |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Objective |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en objetivos: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; en objetivo - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; sur objectif - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; presso l'obiettivo - Media 10 min."",""ja_jp"":""目標貢献キル - 10分平均値"",""ko_kr"":""임무 기여 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; przy celu – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; de objetivo - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; de objetivo - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; у объектов (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟目标攻防消灭"",""zh_tw"":""平均每十分鐘攻防擊殺""}",Hero,1240,Objective |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Zielfortschritt-Zeit – Ø pro 10 Min."",""en_gb"":""Objective Time - Avg per 10 Min"",""en_us"":""Objective Time - Avg per 10 Min"",""es_es"":""Tiempo en objetivos: media en 10 min"",""es_mx"":""Tiempo en objetivo - Promedio por 10 minutos"",""fr_fr"":""Temps sur objectif - Moyenne en 10 min"",""it_it"":""Tempo presso l'obiettivo - Media 10 min."",""ja_jp"":""目標貢献タイム - 10分平均値"",""ko_kr"":""임무 기여 시간 - 10분당 평균"",""pl_pl"":""Czas przy celu – średnio na 10 min."",""pt_br"":""Tempo de objetivo - média por 10 min"",""pt_pt"":""Tempo de objetivo - média por 10 min"",""ru_ru"":""Выполнение задач (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟目标攻防时间"",""zh_tw"":""平均每十分鐘目標攻防時間""}",Hero,1241,Objective Time - Avg per 10 Min
"{""de_de"":""Solokills – Ø pro 10 Min."",""en_gb"":""Solo |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Solo |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en solitario: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; a solas - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; en solo - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione solitaria:Uccisioni solitarie; - Media 10 min."",""ja_jp"":""単独キル - 10分平均値"",""ko_kr"":""단독 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; w pojedynkę – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate individual:Abates individuais; - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate individual:Abates individuais; - média por 10 min"",""ru_ru"":""|Rpl {0}:Одиночное убийство:Одиночных убийства:Одиночных убийств; (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟单独消灭"",""zh_tw"":""平均每十分鐘單人擊殺數""}",Hero,1242,Solo |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Zeit brandgefährlich –Ø pro 10 Min."",""en_gb"":""Time Spent on Fire - Avg per 10 Min"",""en_us"":""Time Spent on Fire - Avg per 10 Min"",""es_es"":""Tiempo a tope: media en 10 min"",""es_mx"":""Tiempo en racha - Promedio por 10 minutos"",""fr_fr"":""Temps passé à déchirer - Moyenne en 10 min"",""it_it"":""Tempo in serie positiva - Media 10 min."",""ja_jp"":""オン・ファイア時間 - 10分平均値"",""ko_kr"":""폭주 시간 - 10분당 평균"",""pl_pl"":""Czas w płomieniach – średnio na 10 min."",""pt_br"":""Tempo em chamas - média por 10 min"",""pt_pt"":""Tempo em chamas - média por 10 min"",""ru_ru"":""Время в ударе (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟火力全开时间"",""zh_tw"":""平均每十分鐘最佳表現時間""}",Hero,1243,Time Spent on Fire - Avg per 10 Min
"{""de_de"":""Kills mit Drachenklinge –Ø pro 10 Min."",""en_gb"":""Dragonblade |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Dragonblade |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; con Hoja del dragón: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; con Hoja dragón - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Lame du dragon - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; con Spada del Drago - Media 10 min."",""ja_jp"":""〈龍撃剣〉キル - 10分平均値"",""ko_kr"":""용검으로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; Smoczym Mieczem – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; por Lâmina do Dragão - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; por Lâmina do Dragão - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; «Клинком дракона» (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟“斩”消灭"",""zh_tw"":""龍一文字平均每十分鐘擊殺數""}",Hero,1245,Dragonblade |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Kills als Aufklärer –Ø pro 10 Min."",""en_gb"":""Recon |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Recon |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en Modo reconocimiento: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; de Reconocimiento - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Reconnaissance - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; in Assetto Ricognitore - Media 10 min."",""ja_jp"":""〈偵察モード〉キル - 10分平均値"",""ko_kr"":""수색 모드로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; w Konfiguracji: Zwiadowca – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; em modo Reconhecimento - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; em modo Reconhecimento - média por 10 min"",""ru_ru"":""|Rpl{0}:убийство:убийства:убийств; в режиме разведки (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟侦查模式消灭"",""zh_tw"":""機動模式平均每十分鐘擊殺數""}",Hero,1246,Recon |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Kills als Geschütz –Ø pro 10 Min."",""en_gb"":""Sentry |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Sentry |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en Modo centinela: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; con Centinela - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Sentinelle - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; in Assetto Torretta - Media 10 min."",""ja_jp"":""〈セントリー・モード〉キル - 10分平均値"",""ko_kr"":""경계 모드로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; w Konfiguracji: Wartownik – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; em modo Sentinela - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; em modo Sentinela - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; в режиме турели (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟哨卫模式消灭"",""zh_tw"":""哨衛模式平均每十分鐘擊殺數""}",Hero,1247,Sentry |Rpl {0}:Kill:Kills; - Avg per 10 Min
"{""de_de"":""Kills als Panzer –Ø pro 10 Min."",""en_gb"":""Tank |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""en_us"":""Tank |Rpl {0}:Kill:Kills; - Avg per 10 Min"",""es_es"":""|Rpl {0}:Asesinato:Asesinatos; en Modo tanque: media en 10 min"",""es_mx"":""|Rpl {0}:Derribo:Derribos; con Tanque - Promedio por 10 minutos"",""fr_fr"":""|Rpl {0}:Victime:Victimes; de Tank - Moyenne en 10 min"",""it_it"":""|Rpl {0}:Uccisione:Uccisioni; in Assetto Carro Armato - Media 10 min."",""ja_jp"":""〈タンク・モード〉キル - 10分平均値"",""ko_kr"":""전차 모드로 처치 - 10분당 평균"",""pl_pl"":""|Rpl {0}:zabici:zabici:zabici; w Konfiguracji: Czołg – średnio na 10 min."",""pt_br"":""|Rpl {0}:Abate:Abates; em modo Tanque - média por 10 min"",""pt_pt"":""|Rpl {0}:Abate:Abates; em modo Tanque - média por 10 min"",""ru_ru"":""|Rpl {0}:убийство:убийства:убийств; в режиме танка (в среднем за 10 мин.)"",""zh_cn"":""平均每10分钟坦克模式消灭"",""zh_tw"":""坦克模式平均每十分鐘擊殺數""}",Hero,1248,Tank |Rpl {0}:Kill:Kills; - Avg per 10 Min
